"LocalID","PageID","VisitID","PageName","CatName","CatID","ExtCatName","ExtCatID","TopicName","TopicID","TimeOnPage","PageScore","SequenceNumber"
648460,3044,1185,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648461,3045,1185,"zajezdy-se-stany","Hledani",2,"Katalog",5,"Turistika",1,30,50,2
648462,3046,1185,"horska-turistika","Hledani",2,"Katalog",5,"Horska turistika",3,30,62,3
648463,3047,1185,"expedice-hory","Hledani",2,"Katalog",5,"VHT",21,30,71,4
648464,3048,1185,"voda","Hledani",2,"Katalog",5,"Voda",2,30,78,5
648465,3049,1185,"rafting","Hledani",2,"Katalog",5,"Rafting",24,30,83,6
648466,3050,1186,"norsko-cesta-na-dalek˝-sever-?-lofoty.htm","Zajezd",3,"Neni",-1,"Turistika",1,300,300,1
648467,3051,1186,"n·rodnÌ-parky-a-term·ly-maÔarska-a-slovenska.htm","Zajezd",3,"Neni",-1,"Turistika",1,30,50,2
648468,3044,1187,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648469,3046,1187,"horska-turistika","Hledani",2,"Katalog",5,"Horska turistika",3,60,101,2
648470,3049,1187,"rafting","Hledani",2,"Katalog",5,"Rafting",24,30,62,3
648471,3048,1187,"voda","Hledani",2,"Katalog",5,"Voda",2,30,71,4
648472,3047,1187,"expedice-hory","Hledani",2,"Katalog",5,"VHT",21,60,156,5
648473,3052,1187,"daleke-poznavaci-cesty","Hledani",2,"Katalog",5,"Exotika",5,30,83,6
648474,3053,1187,"lehka-turistika","Hledani",2,"Katalog",5,"Neni",-1,60,176,7
648475,3054,1187,"korsika","Hledani",2,"Katalog",5,"Korsika",11,30,92,8
648476,3055,1187,"lefkada","Hledani",2,"Katalog",5,"Neni",-1,30,95,9
648477,3056,1187,"pobyty-s-vylety","Hledani",2,"Katalog",5,"Pobyty s vylety",6,60,198,10
648478,3057,1187,"hotelbusy","Hledani",2,"Katalog",5,"Hotelbusy",17,30,101,11
648479,3058,1187,"lastminute","Hledani",2,"Katalog",5,"Lastminute",101,30,104,12
648480,3059,1188,"polsko-velk˝-okruh-polskem.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,30,30,1
648481,3044,1189,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,60,1
648482,3052,1189,"daleke-poznavaci-cesty","Hledani",2,"Katalog",5,"Exotika",5,240,406,2
648484,3063,1189,"expedice","Hledani",2,"Katalog",5,"Expedice Narocne",18,120,286,4
648483,3062,1189,"n_novinky-zajezdy.asp","Info",4,"Posilat novinky",6,"Obecne",1000,60,125,3
648485,3062,1189,"n_novinky-zajezdy.asp","Info",4,"Posilat novinky",6,"Obecne",1000,30,78,5
648486,3064,1189,"zajezdy-a-dovolene-se-stanem-i-do-hotelu.htm","Hledani",2,"Rozsirene",3,"Obecne",1000,60,167,6
648487,3065,1189,"n_katalog.asp","Info",4,"Zaslat katalog",7,"Obecne",1000,30,88,7
648489,3046,1190,"horska-turistika","Hledani",2,"Katalog",5,"Horska turistika",3,30,50,2
648488,3060,1190,"n_novinky-zajezdy.asp","Info",4,"Posilat novinky",6,"Obecne",1000,180,180,1
648490,3061,1191,"silvestr-2004-2005-bi?kaosk˝-silvestr-na-podkarpatskÈ-rusi-zimnÌ-dovolen·-ly?aosk˝-z·jezd.htm","Zajezd",3,"Neni",-1,"Lyze",9,30,30,1
648491,3044,1192,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648493,3044,1192,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,62,3
648497,3044,1192,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,176,7
648492,3058,1192,"lastminute","Hledani",2,"Katalog",5,"Lastminute",101,120,203,2
648498,3067,1192,"liparske-ostrovy","Hledani",2,"Katalog",5,"Lipari",10,30,92,8
648495,3064,1192,"zajezdy-a-dovolene-se-stanem-i-do-hotelu.htm","Hledani",2,"Rozsirene",3,"Obecne",1000,60,156,5
648494,3066,1192,"n_sleva.asp","Info",4,"Slevy",8,"Obecne",1000,60,143,4
648496,3066,1192,"n_sleva.asp","Info",4,"Slevy",8,"Obecne",1000,30,83,6
648499,3044,1193,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648500,3068,1194,"jiûnÌ-alb·nie-s-pobytem-na-korfu.htm","Zajezd",3,"Neni",-1,"Pobyty s vylety",6,30,30,1
648501,3061,1195,"silvestr-2004-2005-bi?kaosk˝-silvestr-na-podkarpatskÈ-rusi-zimnÌ-dovolen·-ly?aosk˝-z·jezd.htm","Zajezd",3,"Neni",-1,"Lyze",9,30,30,1
648502,3069,1196,"silvestr-2004-bi?kaosk˝-silvestr-na-podkarpatskÈ-rusi-zimnÌ-dovolen·-ly?aosk˝-z·jezd.htm","Zajezd",3,"Neni",-1,"Lyze",9,30,30,1
648503,3061,1197,"silvestr-2004-2005-bi?kaosk˝-silvestr-na-podkarpatskÈ-rusi-zimnÌ-dovolen·-ly?aosk˝-z·jezd.htm","Zajezd",3,"Neni",-1,"Lyze",9,30,30,1
648504,3070,1198,"lu?nice-mekka-vod·ku.htm","Zajezd",3,"Neni",-1,"Voda",2,30,30,1
648506,3046,1199,"horska-turistika","Hledani",2,"Katalog",5,"Horska turistika",3,30,50,2
648505,3071,1199,"kirgizie-pamÌr-pik-lenina.htm","Zajezd",3,"Neni",-1,"Rafting",24,30,30,1
648507,3071,1199,"kirgizie-pamÌr-pik-lenina.htm","Zajezd",3,"Neni",-1,"Rafting",24,30,62,3
648508,3044,1200,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,60,1
648509,3065,1200,"n_katalog.asp","Info",4,"Zaslat katalog",7,"Obecne",1000,120,203,2
648510,3072,1201,"rusko-kavkaz-ñ-elbrus-(5663-m)-ñ-autobusem.htm","Zajezd",3,"Neni",-1,"Horska turistika",3,30,30,1
648511,3044,1202,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648512,3073,1203,"kwpobyt","Hledani",2,"DleKW",4,"Obecne",1000,120,120,1
648513,3074,1203,"cykloturistika-zahranici","Hledani",2,"Katalog",5,"Cyklo",4,30,50,2
648514,3044,1204,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648516,3056,1204,"pobyty-s-vylety","Hledani",2,"Katalog",5,"Pobyty s vylety",6,30,62,3
648515,3075,1204,"n_kdojsme.asp","Info",4,"Kdo jsme",10,"Obecne",1000,60,101,2
648517,3076,1204,"öpanÏlsko-francouzsk·-riviÈra.htm","Zajezd",3,"Neni",-1,"Pobyty s vylety",6,60,143,4
648518,3077,1204,"öpanÏlsko-kouzeln·-andalusie-.htm","Zajezd",3,"Neni",-1,"Pobyty s vylety",6,30,78,5
648519,3064,1204,"zajezdy-a-dovolene-se-stanem-i-do-hotelu.htm","Hledani",2,"Rozsirene",3,"Obecne",1000,30,83,6
648520,3044,1205,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648521,3052,1205,"daleke-poznavaci-cesty","Hledani",2,"Katalog",5,"Exotika",5,60,101,2
648522,3078,1205,"mexiko-guatemala-honduras-belize.htm","Zajezd",3,"Neni",-1,"Exotika",5,30,62,3
648523,3079,1206,"anglie-lond˝n-s-v˝letem-do-stonehenge-a-oxfordu-.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,30,30,1
648524,3044,1207,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648525,3045,1207,"zajezdy-se-stany","Hledani",2,"Katalog",5,"Turistika",1,30,50,2
648526,3051,1207,"n·rodnÌ-parky-a-term·ly-maÔarska-a-slovenska.htm","Zajezd",3,"Neni",-1,"Turistika",1,120,251,3
648527,3065,1207,"n_katalog.asp","Info",4,"Zaslat katalog",7,"Obecne",1000,30,71,4
648528,3044,1208,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648529,3053,1209,"lehka-turistika","Hledani",2,"Katalog",5,"Neni",-1,30,30,1
648530,3052,1209,"daleke-poznavaci-cesty","Hledani",2,"Katalog",5,"Exotika",5,60,101,2
648531,3080,1209,"nov·-guinea-levni-!!!.htm","Zajezd",3,"Neni",-1,"Exotika",5,30,62,3
648532,3044,1210,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,60,1
648533,3067,1210,"liparske-ostrovy","Hledani",2,"Katalog",5,"Lipari",10,60,101,2
648534,3081,1210,"it·lie-sicÌlie-liparskÈ-ostrovy-s-n·vötevou-sicÌlie-dovolen·-2005-pobyt-s-v˝lety.htm","Zajezd",3,"Neni",-1,"Lipari",10,240,503,3
648535,3083,1210,"sopkami-st¯ednÌ-s-jiûnÌ-it·lie-(sicÌlie-lipari).htm","Zajezd",3,"Neni",-1,"Turistika",1,60,143,4
648536,3084,1210,"sopkami-st¯ednÌ-a-jiûnÌ-it·lie-(sicÌlie-lipari)-pozn·vacÌ-z·jezd.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,30,78,5
648537,3082,1211,"poznavaci-zajezdy","Hledani",2,"Katalog",5,"Poznavaci zajezdy s ubytovanim",8,30,30,1
648538,3044,1212,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648539,3045,1212,"zajezdy-se-stany","Hledani",2,"Katalog",5,"Turistika",1,120,203,2
648540,3085,1212,"n·rodnÌ-parky-a-mo¯e-¯ecka.htm","Zajezd",3,"Neni",-1,"Turistika",1,30,62,3
648541,3086,1213,"n_novinky-zajezdy.asp","Info",4,"Posilat novinky",6,"Obecne",1000,60,60,1
648542,3087,1214,"cykloturistika-zahranici","Hledani",2,"Katalog",5,"Cyklo",4,30,30,1
648543,3088,1215,"maÔarsko-term·lnÌ-l·znÏ-hark·ny.htm","Zajezd",3,"Neni",-1,"Pobyty s vylety",6,30,30,1
648544,3044,1216,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,60,1
648545,3054,1216,"korsika","Hledani",2,"Katalog",5,"Korsika",11,30,50,2
648546,3089,1216,"bulharsko","Hledani",2,"Katalog",5,"Bulharsko",15,60,125,3
648550,3082,1216,"poznavaci-zajezdy","Hledani",2,"Katalog",5,"Poznavaci zajezdy s ubytovanim",8,60,176,7
648547,3090,1216,"bulharsko-pobyt-s-v˝lety-dovolen·-2005-.htm","Zajezd",3,"Neni",-1,"Bulharsko",15,120,286,4
648548,3091,1216,"it·lie-gargano-a-apulie-karibik-st¯edomo¯Ì.htm","Zajezd",3,"Neni",-1,"Pobyty s vylety",6,30,78,5
648549,3092,1216,"¯ecko-s-bulharskem-ñ-pobyt-s-v˝lety.htm","Zajezd",3,"Neni",-1,"Pobyty s vylety",6,720,2010,6
648551,3096,1216,"korsika-korsika-s-lehkou-turistikou-dovolen·-2005.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s lehkou turistikou",19,60,184,8
648552,3097,1216,"jak_se_prihlasit.htm","Zajezd",3,"Neni",-1,"Exotika",5,60,191,9
648553,3098,1216,"bulharsko-n·rodnÌ-parky-a-mooe-bulharska-dovolen·-2005-.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s lehkou turistikou",19,60,198,10
648554,3099,1216,"n_sleva.asp","Info",4,"Slevy",8,"Obecne",1000,30,101,11
648555,3044,1217,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648556,3044,1218,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,60,1
648557,3058,1218,"lastminute","Hledani",2,"Katalog",5,"Lastminute",101,60,101,2
648558,3093,1218,"silvestr-2004-2005-bÏûka¯sk˝-silvestr-na-podkarpatskÈ-rusi-zimnÌ-dovolen·-lyûa¯sk˝-z·jezd.htm","Zajezd",3,"Neni",-1,"Lyze",9,30,62,3
648559,3044,1219,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,60,1
648560,3048,1219,"voda","Hledani",2,"Katalog",5,"Voda",2,60,101,2
648561,3049,1219,"rafting","Hledani",2,"Katalog",5,"Rafting",24,30,62,3
648562,3046,1219,"horska-turistika","Hledani",2,"Katalog",5,"Horska turistika",3,30,71,4
648563,3094,1220,"jak_se_prihlasit.htm","Zajezd",3,"Neni",-1,"Turistika",1,30,30,1
648564,3044,1221,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648565,3044,1222,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648566,3044,1223,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648567,3095,1224,"zeme~21","Hledani",2,"DleZeme",2,"Obecne",1000,60,60,1
648568,3044,1224,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,50,2
648569,3044,1225,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648570,3044,1226,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,60,1
648571,3065,1226,"n_katalog.asp","Info",4,"Zaslat katalog",7,"Obecne",1000,60,101,2
648572,3044,1227,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648573,3100,1228,"zeme~52","Hledani",2,"DleZeme",2,"Obecne",1000,60,60,1
648575,3103,1228,"zajezdy-se-stany","Hledani",2,"Katalog",5,"Turistika",1,30,62,3
648574,3101,1228,"anglie-lond˝n-s-v˝lety.htm","Zajezd",3,"Neni",-1,"Skolni zajezdy",7,180,304,2
648576,3102,1229,"anglie-lond˝n-s-v˝letem-do-stonehenge-a-oxfordu-.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,30,30,1
648578,3045,1230,"zajezdy-se-stany","Hledani",2,"Katalog",5,"Turistika",1,60,101,2
648577,3102,1230,"anglie-lond˝n-s-v˝letem-do-stonehenge-a-oxfordu-.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,180,180,1
648579,3105,1230,"skotsko-pÏöky-od-jihu-k-severu-skotska-dovolen·-2005.htm","Zajezd",3,"Neni",-1,"Turistika",1,30,62,3
648580,3102,1230,"anglie-lond˝n-s-v˝letem-do-stonehenge-a-oxfordu-.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,120,286,4
648581,3102,1231,"anglie-lond˝n-s-v˝letem-do-stonehenge-a-oxfordu-.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,30,30,1
648582,3102,1232,"anglie-lond˝n-s-v˝letem-do-stonehenge-a-oxfordu-.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,30,30,1
648583,3044,1233,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648584,3044,1233,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,50,2
648585,3048,1233,"voda","Hledani",2,"Katalog",5,"Voda",2,60,125,3
648586,3049,1233,"rafting","Hledani",2,"Katalog",5,"Rafting",24,30,71,4
648587,3104,1233,"jednodennÌ-rafting-v-Ëech·ch:-s·zava-stvo¯idla-ww-iii.htm","Zajezd",3,"Neni",-1,"Rafting",24,30,78,5
648588,3046,1234,"horska-turistika","Hledani",2,"Katalog",5,"Horska turistika",3,30,30,1
648589,3102,1235,"anglie-lond˝n-s-v˝letem-do-stonehenge-a-oxfordu-.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,30,30,1
648590,3102,1236,"anglie-lond˝n-s-v˝letem-do-stonehenge-a-oxfordu-.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,30,30,1
648591,3044,1237,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648592,3044,1238,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648594,3106,1238,"rumunsko-dunajsk·-delta-na-lodÌch-i-suchou-nohou.htm","Zajezd",3,"Neni",-1,"Turistika",1,240,503,3
648595,3108,1238,"rumunsko-p¯es-hory-a-kl·ötery-do-dr·kulovy-transylv·nie.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s lehkou turistikou",19,30,71,4
648596,3106,1238,"rumunsko-dunajsk·-delta-na-lodÌch-i-suchou-nohou.htm","Zajezd",3,"Neni",-1,"Turistika",1,30,78,5
648593,3064,1238,"zajezdy-a-dovolene-se-stanem-i-do-hotelu.htm","Hledani",2,"Rozsirene",3,"Obecne",1000,60,101,2
648597,3044,1239,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648598,3065,1239,"n_katalog.asp","Info",4,"Zaslat katalog",7,"Obecne",1000,60,101,2
648599,3044,1240,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648600,3044,1241,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648601,3058,1241,"lastminute","Hledani",2,"Katalog",5,"Lastminute",101,30,50,2
648602,3107,1242,"irsko, anglie, wales - irsko, zemi keltsk˝ch tradic.htm","Zajezd",3,"Neni",-1,"Turistika",1,30,30,1
648603,3044,1243,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648604,3109,1244,"zeme~2","Hledani",2,"DleZeme",2,"Obecne",1000,30,30,1
648605,3110,1245,"francie-irsko-anglie-metropole-paoÌ?-dublin-lond˝n-pozn·vacÌ-z·jezd.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,30,30,1
648606,3044,1246,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648607,3044,1247,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648608,3111,1248,"lehka-turistika","Hledani",2,"Katalog",5,"Neni",-1,30,30,1
648609,3044,1249,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648610,3055,1249,"lefkada","Hledani",2,"Katalog",5,"Neni",-1,30,50,2
648611,3112,1250,"rusko-moskva-ñ-novgorod-petrohrad.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,30,30,1
648612,3044,1251,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648613,3044,1252,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648614,3065,1252,"n_katalog.asp","Info",4,"Zaslat katalog",7,"Obecne",1000,30,50,2
648615,3044,1253,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648616,3047,1253,"expedice-hory","Hledani",2,"Katalog",5,"VHT",21,60,101,2
648617,3052,1253,"daleke-poznavaci-cesty","Hledani",2,"Katalog",5,"Exotika",5,60,125,3
648618,3113,1253,"cesta-do-indie-a-nep·lu.htm","Zajezd",3,"Neni",-1,"Exotika",5,60,143,4
648619,3114,1253,"expedice-omo-divokÈ-kmeny-afriky.htm","Zajezd",3,"Neni",-1,"Expedice Narocne",18,30,78,5
648620,3044,1254,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648621,3063,1255,"expedice","Hledani",2,"Katalog",5,"Expedice Narocne",18,30,30,1
648622,3044,1256,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648623,3045,1256,"zajezdy-se-stany","Hledani",2,"Katalog",5,"Turistika",1,60,101,2
648624,3058,1256,"lastminute","Hledani",2,"Katalog",5,"Lastminute",101,30,62,3
648625,3054,1256,"korsika","Hledani",2,"Katalog",5,"Korsika",11,60,143,4
648626,3115,1256,"korsika-smaragdov˝-ostrov-korsika.htm","Zajezd",3,"Neni",-1,"Turistika",1,30,78,5
648627,3044,1257,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,60,1
648629,3044,1257,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,62,3
648628,3046,1257,"horska-turistika","Hledani",2,"Katalog",5,"Horska turistika",3,120,203,2
648630,3116,1258,"ubytovani-s-vlastni-dopravou","Hledani",2,"Katalog",5,"Ubytovani a doprava",13,60,60,1
648632,3058,1258,"lastminute","Hledani",2,"Katalog",5,"Lastminute",101,30,62,3
648631,3117,1258,"liparskÈ-ostrovy-.htm","Zajezd",3,"Neni",-1,"Ubytovani a doprava",13,60,101,2
648635,3119,1259,"island-jiûnÌ-norsko-&-faerskÈ-ostrovy.htm","Zajezd",3,"Neni",-1,"Turistika",1,180,377,3
648638,3120,1259,"island-zemÏ-ohnÏ-a-ledu.htm","Zajezd",3,"Neni",-1,"Hotelbusy",17,30,83,6
648633,3118,1259,"n_prihlaska.asp","Prihlaska",5,"Prihlaska",9,"Obecne",1000,30,30,1
648634,3064,1259,"zajezdy-a-dovolene-se-stanem-i-do-hotelu.htm","Hledani",2,"Rozsirene",3,"Obecne",1000,60,101,2
648637,3064,1259,"zajezdy-a-dovolene-se-stanem-i-do-hotelu.htm","Hledani",2,"Rozsirene",3,"Obecne",1000,60,156,5
648639,3064,1259,"zajezdy-a-dovolene-se-stanem-i-do-hotelu.htm","Hledani",2,"Rozsirene",3,"Obecne",1000,30,88,7
648636,3065,1259,"n_katalog.asp","Info",4,"Zaslat katalog",7,"Obecne",1000,30,71,4
648640,3089,1260,"bulharsko","Hledani",2,"Katalog",5,"Bulharsko",15,30,30,1
648643,3089,1260,"bulharsko","Hledani",2,"Katalog",5,"Bulharsko",15,30,71,4
648641,3090,1260,"bulharsko-pobyt-s-v˝lety-dovolen·-2005-.htm","Zajezd",3,"Neni",-1,"Bulharsko",15,60,101,2
648642,3122,1260,"lefkada-leteck˝-pobytov˝-z·jezd.htm","Zajezd",3,"Neni",-1,"Pobytove",0,120,251,3
648644,3090,1260,"bulharsko-pobyt-s-v˝lety-dovolen·-2005-.htm","Zajezd",3,"Neni",-1,"Bulharsko",15,30,78,5
648645,3121,1261,"n·rodnÌ-parky-a-mooe-oecka.htm","Zajezd",3,"Neni",-1,"Turistika",1,30,30,1
648646,3044,1262,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648647,3044,1263,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648648,3044,1264,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,60,1
648649,3057,1264,"hotelbusy","Hledani",2,"Katalog",5,"Hotelbusy",17,60,101,2
648650,3058,1264,"lastminute","Hledani",2,"Katalog",5,"Lastminute",101,30,62,3
648651,3123,1265,"pobyty-s-vylety","Hledani",2,"Katalog",5,"Pobyty s vylety",6,30,30,1
648652,3044,1266,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648653,3044,1267,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648654,3067,1267,"liparske-ostrovy","Hledani",2,"Katalog",5,"Lipari",10,30,50,2
648657,3124,1268,"zeme~6","Hledani",2,"DleZeme",2,"Obecne",1000,30,62,3
648655,3044,1268,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648656,3044,1268,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,101,2
648658,3125,1268,"anglie-lond˝n-(s-v˝letem-do-stonehenge-a-oxfordu).htm","Zajezd",3,"Neni",-1,"Skolni zajezdy",7,30,71,4
648659,3044,1269,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648660,3126,1270,"¯ecko - n·rodnÌ parky a mo¯e ¯ecka.htm","Zajezd",3,"Neni",-1,"Turistika",1,30,30,1
648661,3127,1271,"norsko-nejkr·snÏjöÌ-turistickÈ-trasy-st¯ednÌho-norska.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s lehkou turistikou",19,30,30,1
648662,3128,1272,"norsko-cesta-na-dalek˝-sever-ñ-lofoty.htm","Zajezd",3,"Neni",-1,"Turistika",1,30,30,1
648663,3044,1273,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648664,3065,1273,"n_katalog.asp","Info",4,"Zaslat katalog",7,"Obecne",1000,60,101,2
648665,3044,1274,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,60,1
648669,3044,1274,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,156,5
648670,3044,1274,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,83,6
648666,3129,1274,"poznavaci-zajezdy","Hledani",2,"Katalog",5,"Poznavaci zajezdy s ubytovanim",8,60,101,2
648667,3067,1274,"liparske-ostrovy","Hledani",2,"Katalog",5,"Lipari",10,30,62,3
648668,3081,1274,"it·lie-sicÌlie-liparskÈ-ostrovy-s-n·vötevou-sicÌlie-dovolen·-2005-pobyt-s-v˝lety.htm","Zajezd",3,"Neni",-1,"Lipari",10,900,2147,4
648671,3044,1275,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648672,3044,1276,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648676,3044,1276,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,78,5
648673,3058,1276,"lastminute","Hledani",2,"Katalog",5,"Lastminute",101,60,101,2
648674,3129,1276,"poznavaci-zajezdy","Hledani",2,"Katalog",5,"Poznavaci zajezdy s ubytovanim",8,60,125,3
648675,3130,1276,"francie-kouzeln·-normandie.htm","Zajezd",3,"Neni",-1,"Poznavaci zajezdy s ubytovanim",8,720,1718,4
648677,3044,1277,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648678,3055,1277,"lefkada","Hledani",2,"Katalog",5,"Neni",-1,60,101,2
648679,3058,1277,"lastminute","Hledani",2,"Katalog",5,"Lastminute",101,60,125,3
648680,3074,1277,"cykloturistika-zahranici","Hledani",2,"Katalog",5,"Cyklo",4,30,71,4
648681,3053,1278,"lehka-turistika","Hledani",2,"Katalog",5,"Neni",-1,30,30,1
648682,3046,1278,"horska-turistika","Hledani",2,"Katalog",5,"Horska turistika",3,60,101,2
648683,3064,1278,"zajezdy-a-dovolene-se-stanem-i-do-hotelu.htm","Hledani",2,"Rozsirene",3,"Obecne",1000,30,62,3
648684,3044,1279,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,30,30,1
648685,3054,1279,"korsika","Hledani",2,"Katalog",5,"Korsika",11,30,50,2
648686,3089,1279,"bulharsko","Hledani",2,"Katalog",5,"Bulharsko",15,30,62,3
648687,3058,1279,"lastminute","Hledani",2,"Katalog",5,"Lastminute",101,30,71,4
648688,3044,1280,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,60,1
648694,3044,1280,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,176,7
648689,3045,1280,"zajezdy-se-stany","Hledani",2,"Katalog",5,"Turistika",1,30,50,2
648690,3131,1280,"Ëern·-hora-n·rodnÌ-parky-a-mo¯e-ËernÈ-hory.htm","Zajezd",3,"Neni",-1,"Turistika",1,60,125,3
648691,3132,1280,"alb·nie-ñ-zemÏ-orl˘-mo¯e-a-hor.htm","Zajezd",3,"Neni",-1,"Turistika",1,30,71,4
648692,3134,1280,"perly-jugosl·vskÈho-balk·nu.htm","Zajezd",3,"Neni",-1,"Turistika",1,120,313,5
648693,3066,1280,"n_sleva.asp","Info",4,"Slevy",8,"Obecne",1000,240,670,6
648695,3065,1280,"n_katalog.asp","Info",4,"Zaslat katalog",7,"Obecne",1000,30,92,8
648696,3044,1281,"www.poznani.cz","Info",1,"Homepage",1,"Obecne",1000,60,60,1
648697,3133,1281,"maroko-maroko-perla-maghrebu-pozn·vacÌ-z·jezd.htm","Zajezd",3,"Neni",-1,"Turistika",1,30,50,2
648698,3120,1282,"island-zemÏ-ohnÏ-a-ledu.htm","Zajezd",3,"Neni",-1,"Hotelbusy",17,30,30,1
