LocalID;VisitID;OdkazujiciStranka;TypOdkazovace;VstupniStranka;VstupniStrankaKat;VstupniStrankaRozKat;VstupniStrankaScore;KonverzeStranka;KonverzeStrankaKat;KonverzeStrankaRozKat;KonverzeStrankaScore;Konverze;VystupniStranka;VystupniStrankaKat;VystupniStrankaRozKat;VystupniStrankaScore;NavstivenoStranek;CelkovyCas;DenVTydnu;HodinaDne;NejTema;NejTemaScore;SirkaZajmu;PosilatNovinky;ZaslatKatalog;Slevy;Prihlaska;KdoJsme;Pojisteni;agregInfo;agregHledani;HledaniZeme;HledaniRozsirene;HledaniKW;HledaniKatalog
109811;1185;URI_9;katalog;www.poznani.cz;Info;Homepage;30;;;;0;0;rafting;Hledani;Katalog;83;6;0;Sunday;23;Rafting;83;6;0;0;0;0;0;0;30;344;0;0;0;344
109813;1187;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;lastminute;Hledani;Katalog;104;12;240;Sunday;23;Pobyty s vylety;198;10;0;0;104;0;0;0;30;1239;0;0;0;1239
109815;1189;URI_0;Neni;www.poznani.cz;Info;Homepage;60;zajezdy-a-dovolene-se-stanem-i-do-hotelu.htm;Hledani;Rozsirene;167;1;n_katalog.asp;Info;Zaslat katalog;88;7;540;Monday;0;Obecne;518;7;203;88;0;0;0;0;351;859;0;167;0;692
109818;1192;URI_9;katalog;www.poznani.cz;Info;Homepage;30;;;;0;0;liparske-ostrovy;Hledani;Katalog;92;8;300;Monday;1;Obecne;650;8;0;0;429;0;0;0;494;451;0;156;0;295
109825;1199;URI_80;Fulltext;kirgizie-pamír-pik-lenina.htm;Zajezd;Neni;30;;;;0;0;kirgizie-pamír-pik-lenina.htm;Zajezd;Neni;62;3;0;Monday;6;Rafting;92;3;0;0;0;0;0;0;0;50;0;0;0;50
109830;1204;URI_80;Fulltext;www.poznani.cz;Info;Homepage;30;;;;0;0;zajezdy-a-dovolene-se-stanem-i-do-hotelu.htm;Hledani;Rozsirene;83;6;120;Monday;7;Pobyty s vylety;283;6;0;0;0;0;101;0;131;145;0;83;0;62
109831;1205;URI_42;Fulltext;www.poznani.cz;Info;Homepage;30;;;;0;0;mexiko-guatemala-honduras-belize.htm;Zajezd;Neni;62;3;60;Monday;7;Exotika;163;3;0;0;0;0;0;0;30;101;0;0;0;101
109833;1207;URI_93;Partneri;www.poznani.cz;Info;Homepage;30;národní-parky-a-termály-maďarska-a-slovenska.htm;Zajezd;Neni;251;1;n_katalog.asp;Info;Zaslat katalog;71;4;120;Monday;7;Turistika;301;4;0;71;0;0;0;0;101;50;0;0;0;50
109835;1209;URI_80;Fulltext;lehka-turistika;Hledani;Katalog;30;;;;0;0;nová-guinea-levni-!!!.htm;Zajezd;Neni;62;3;60;Monday;8;Exotika;163;2;0;0;0;0;0;0;0;131;0;0;0;131
109836;1210;URI_101;Vlastni Weby;www.poznani.cz;Info;Homepage;60;;;;0;0;sopkami-střední-a-jižní-itálie-(sicílie-lipari)-poznávací-zájezd.htm;Zajezd;Neni;78;5;420;Monday;8;Lipari;604;5;0;0;0;0;0;0;60;101;0;0;0;101
109838;1212;URI_9;katalog;www.poznani.cz;Info;Homepage;30;;;;0;0;národní-parky-a-moře-řecka.htm;Zajezd;Neni;62;3;120;Monday;8;Turistika;265;3;0;0;0;0;0;0;30;203;0;0;0;203
109842;1216;URI_42;Fulltext;www.poznani.cz;Info;Homepage;60;;;;0;0;n_sleva.asp;Info;Slevy;101;11;1200;Monday;9;Pobyty s vylety;2088;11;0;0;101;0;0;0;161;351;0;0;0;351
109844;1218;URI_42;Fulltext;www.poznani.cz;Info;Homepage;60;;;;0;0;silvestr-2004-2005-běžkařský-silvestr-na-podkarpatské-rusi-zimní-dovolená-lyžařský-zájezd.htm;Zajezd;Neni;62;3;120;Monday;8;Lastminute;101;3;0;0;101;0;0;0;60;101;0;0;0;101
109845;1219;URI_39;Fulltext;www.poznani.cz;Info;Homepage;60;;;;0;0;horska-turistika;Hledani;Katalog;71;4;120;Monday;8;Voda;101;4;0;0;0;0;0;0;60;234;0;0;0;234
109854;1228;URI_45;Fulltext;zeme~52;Hledani;DleZeme;60;;;;0;0;zajezdy-se-stany;Hledani;Katalog;62;3;240;Monday;9;Skolni zajezdy;304;3;0;0;0;0;0;0;0;122;60;0;0;62
109856;1230;URI_42;Fulltext;anglie-londýn-s-výletem-do-stonehenge-a-oxfordu-.htm;Zajezd;Neni;180;;;;0;0;anglie-londýn-s-výletem-do-stonehenge-a-oxfordu-.htm;Zajezd;Neni;286;4;240;Monday;9;Poznavaci zajezdy s ubytovanim;466;4;0;0;0;0;0;0;0;101;0;0;0;101
109859;1233;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;jednodenní-rafting-v-čechách:-sázava-stvořidla-ww-iii.htm;Zajezd;Neni;78;5;60;Monday;9;Rafting;149;5;0;0;0;0;0;0;80;196;0;0;0;196
109864;1238;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;rumunsko-dunajská-delta-na-lodích-i-suchou-nohou.htm;Zajezd;Neni;78;5;300;Monday;9;Turistika;581;5;0;0;0;0;0;0;30;101;0;101;0;0
109879;1253;URI_73;Vlastni Weby;www.poznani.cz;Info;Homepage;30;;;;0;0;expedice-omo-divoké-kmeny-afriky.htm;Zajezd;Neni;78;5;180;Monday;9;Exotika;268;5;0;0;0;0;0;0;30;226;0;0;0;226
109882;1256;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;korsika-smaragdový-ostrov-korsika.htm;Zajezd;Neni;78;5;120;Monday;10;Turistika;179;5;0;0;62;0;0;0;30;306;0;0;0;306
109883;1257;URI_80;Fulltext;www.poznani.cz;Info;Homepage;60;;;;0;0;www.poznani.cz;Info;Homepage;62;3;180;Monday;10;Horska turistika;203;3;0;0;0;0;0;0;122;203;0;0;0;203
109884;1258;URI_118;Vlastni Weby;ubytovani-s-vlastni-dopravou;Hledani;Katalog;60;;;;0;0;lastminute;Hledani;Katalog;62;3;120;Monday;10;Ubytovani a doprava;161;3;0;0;62;0;0;0;0;122;0;0;0;122
109886;1260;URI_80;Fulltext;bulharsko;Hledani;Katalog;30;;;;0;0;bulharsko-pobyt-s-výlety-dovolená-2005-.htm;Zajezd;Neni;78;5;180;Monday;10;Bulharsko;280;5;0;0;0;0;0;0;0;101;0;0;0;101
109890;1264;URI_133;OstatniNerozliseno;www.poznani.cz;Info;Homepage;60;;;;0;0;lastminute;Hledani;Katalog;62;3;120;Monday;10;Hotelbusy;101;3;0;0;62;0;0;0;60;163;0;0;0;163
109894;1268;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;anglie-londýn-(s-výletem-do-stonehenge-a-oxfordu).htm;Zajezd;Neni;71;4;60;Monday;10;Obecne;193;4;0;0;0;0;0;0;131;62;62;0;0;0
109900;1274;URI_0;Neni;www.poznani.cz;Info;Homepage;60;;;;0;0;www.poznani.cz;Info;Homepage;83;6;1080;Monday;11;Lipari;2209;6;0;0;0;0;0;0;299;163;0;0;0;163
109902;1276;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;www.poznani.cz;Info;Homepage;78;5;840;Monday;11;Poznavaci zajezdy s ubytovanim;1843;5;0;0;101;0;0;0;108;226;0;0;0;226
109903;1277;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;cykloturistika-zahranici;Hledani;Katalog;71;4;120;Monday;10;Lastminute;125;3;0;0;125;0;0;0;30;297;0;0;0;297
109904;1278;URI_0;Neni;lehka-turistika;Hledani;Katalog;30;;;;0;0;zajezdy-a-dovolene-se-stanem-i-do-hotelu.htm;Hledani;Rozsirene;62;3;60;Monday;10;Horska turistika;101;2;0;0;0;0;0;0;0;193;0;62;0;131
109905;1279;URI_42;Fulltext;www.poznani.cz;Info;Homepage;30;;;;0;0;lastminute;Hledani;Katalog;71;4;0;Monday;10;Lastminute;71;4;0;0;71;0;0;0;30;183;0;0;0;183
109906;1280;URI_0;Neni;www.poznani.cz;Info;Homepage;60;www.poznani.cz;Info;Homepage;176;1;n_katalog.asp;Info;Zaslat katalog;92;8;540;Monday;10;Obecne;998;8;0;92;670;0;0;0;998;50;0;0;0;50
109910;1284;URI_0;Neni;www.poznani.cz;Info;Homepage;180;;;;0;0;n_sleva.asp;Info;Slevy;62;3;240;Monday;10;Obecne;343;3;0;0;62;0;0;0;343;0;0;0;0;0
109911;1285;URI_0;Neni;www.poznani.cz;Info;Homepage;240;;;;0;0;n_sleva.asp;Info;Slevy;629;3;240;Monday;11;Obecne;919;3;0;0;629;0;0;0;919;0;0;0;0;0
109918;1292;URI_0;Neni;www.poznani.cz;Info;Homepage;60;;;;0;0;pobaltí-rusko-norsko-finsko-švédsko-velká-severní-cesta.htm;Zajezd;Neni;95;9;780;Monday;11;Horska turistika;1954;9;0;0;101;0;0;0;60;163;0;0;0;163
109920;1294;URI_111;Neni;expedice-hory;Hledani;Katalog;60;;;;0;0;n_pojistenick.asp;Info;Pojisteni;71;4;120;Monday;11;VHT;185;4;0;0;0;0;0;71;71;235;0;0;0;235
109921;1295;URI_80;Fulltext;www.poznani.cz;Info;Homepage;30;;;;0;0;poznani.cz;Info;Homepage;99;10;540;Monday;11;Pobyty s vylety;1186;10;0;0;0;0;0;0;300;285;0;184;0;101
109922;1296;URI_80;Fulltext;www.poznani.cz;Info;Homepage;30;;;;0;0;mexiko-guatemala-honduras-belize.htm;Zajezd;Neni;62;3;660;Monday;11;Obecne;1147;3;0;0;0;0;0;0;30;1117;1117;0;0;0
109924;1298;URI_9;katalog;www.poznani.cz;Info;Homepage;360;;;;0;0;voda;Hledani;Katalog;78;5;900;Monday;11;Cyklo;1127;5;0;0;0;0;0;0;360;304;0;0;0;304
109925;1299;URI_45;Fulltext;bulharsko-národní-parky-a-mooe-bulharska-dovolená-2005-.htm;Zajezd;Neni;120;;;;0;0;bulharsko-pobyt-s-výlety.htm;Zajezd;Neni;78;5;360;Monday;11;Poznavaci zajezdy s lehkou turistikou;120;3;0;0;0;0;0;0;0;551;0;62;0;489
109929;1303;URI_0;Neni;www.poznani.cz;Info;Homepage;120;;;;0;0;www.poznani.cz;Info;Homepage;92;8;840;Monday;11;Expedice Narocne;711;8;0;0;0;0;0;0;212;1526;0;0;0;1526
109930;1304;URI_138;Fulltext;poznani.cz;Info;Homepage;30;;;;0;0;lastminute;Hledani;Katalog;78;5;300;Monday;11;VHT;286;5;0;0;78;0;0;0;30;179;101;0;0;78
109931;1305;URI_69;OstatniNerozliseno;ckp_list_zajezd.asp;Nezjisten;ckp_list_zajezd.asp;360;;;;0;0;ckp_list_zajezd.asp;Nezjisten;ckp_list_zajezd.asp;71;4;1020;Monday;11;Nezjisten;1866;4;0;0;0;0;0;0;0;0;0;0;0;0
109934;1308;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;lastminute;Hledani;Katalog;71;4;240;Monday;11;VHT;553;4;0;0;71;0;0;0;30;121;0;0;0;121
109937;1311;URI_0;Neni;www.poznani.cz;Info;Homepage;60;;;;0;0;mont-keňa-(5199-m)-–-africké-dobrodružství.htm;Zajezd;Neni;71;4;60;Monday;11;VHT;133;4;0;0;0;0;0;0;60;112;0;0;0;112
109939;1313;URI_110;Neni;zajezdy-se-stany;Hledani;Katalog;60;;;;0;0;norsko-norské-fjordy.htm;Zajezd;Neni;62;3;1020;Monday;12;Turistika;1685;3;0;0;0;0;0;0;0;60;0;0;0;60
109945;1319;URI_45;Fulltext;poznani.cz;Info;Homepage;30;;;;0;0;skotsko-velký-okruh-skotskem.htm;Zajezd;Neni;99;10;1860;Monday;12;Poznavaci zajezdy s lehkou turistikou;1561;8;0;0;383;0;0;0;30;2001;0;0;0;2001
109947;1321;URI_38;Fulltext;poznani.cz;Info;Homepage;30;;;;0;0;expedice-hory;Hledani;Katalog;71;4;540;Monday;12;Turistika;914;4;0;0;0;0;0;0;92;985;0;0;0;985
109949;1323;URI_0;Neni;www.poznani.cz;Info;Homepage;60;;;;0;0;island-země-ohně-a-ledu.htm;Zajezd;Neni;104;12;1200;Monday;12;Hotelbusy;1327;11;0;0;0;0;0;0;60;466;0;0;0;466
109951;1325;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;řecko-s-bulharskem-–-pobyt-s-výlety.htm;Zajezd;Neni;62;3;480;Monday;12;Pobyty s vylety;874;3;0;0;0;0;0;0;30;812;0;0;0;812
109954;1328;URI_0;Neni;www.poznani.cz;Info;Homepage;120;www.poznani.cz;Info;Homepage;120;1;albánie-–-země-orlů-moře-a-hor.htm;Zajezd;Neni;83;6;420;Monday;12;Turistika;396;6;0;101;0;0;0;0;221;581;0;0;0;581
109961;1335;URI_0;Neni;www.poznani.cz;Info;Homepage;60;;;;0;0;pobaltí-malý-okruh-pobaltím-poznávací-zájezd.htm;Zajezd;Neni;78;5;300;Monday;12;Horska turistika;394;5;0;0;0;0;0;0;60;101;0;101;0;0
109963;1337;URI_3;OstatniNerozliseno;www.poznani.cz;Info;Homepage;30;;;;0;0;rumunsko-dunajská-delta-na-lodích-i-suchou-nohou.htm;Zajezd;Neni;62;3;0;Monday;12;Turistika;112;3;0;0;0;0;0;0;30;50;0;0;0;50
109966;1340;URI_136;Partneri;www.poznani.cz;Info;Homepage;30;;;;0;0;expedice-hory;Hledani;Katalog;71;4;120;Monday;12;Lastminute;125;4;0;0;125;0;0;0;30;297;0;0;0;297
109967;1341;URI_45;Fulltext;poznani.cz;Info;Homepage;30;;;;0;0;poznani.cz;Info;Homepage;78;5;180;Monday;12;Lyze;377;5;0;0;121;0;0;0;108;121;0;0;0;121
109971;1345;URI_137;Partneri;www.poznani.cz;Info;Homepage;180;;;;0;0;maroko-maroko-perla-maghrebu-poznávací-zájezd.htm;Zajezd;Neni;71;4;420;Monday;12;Obecne;658;4;0;0;0;0;101;0;281;377;0;377;0;0
109972;1346;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;norsko-norské-fjordy.htm;Zajezd;Neni;62;3;0;Monday;12;Obecne;80;3;0;0;0;0;0;0;30;50;0;50;0;0
109973;1347;URI_80;Fulltext;pobyty-s-vylety;Hledani;Katalog;120;;;;0;0;itálie-sicílie-liparské-ostrovy-s-návštevou-sicílie-dovolená-2005-pobyt-s-výlety.htm;Zajezd;Neni;71;4;180;Monday;12;Pobyty s vylety;182;4;0;0;0;0;0;0;0;283;0;0;0;283
109978;1352;URI_80;Fulltext;www.poznani.cz;Info;Homepage;120;;;;0;0;zajezdy-se-stany;Hledani;Katalog;78;5;300;Monday;13;Poznavaci zajezdy s ubytovanim;251;4;0;0;0;0;0;0;120;522;0;0;0;522
109979;1353;URI_15;Fulltext;www.poznani.cz;Info;Homepage;60;;;;0;0;norsko-nejkrásnější-turistické-trasy-středního-norska.htm;Zajezd;Neni;71;4;120;Monday;13;Poznavaci zajezdy s lehkou turistikou;71;3;0;0;50;0;0;0;60;175;0;0;0;175
109983;1357;URI_42;Fulltext;www.poznani.cz;Info;Homepage;30;;;;0;0;korsika-(pobyt-s-výlety)-dovolená-2005-.htm;Zajezd;Neni;62;3;60;Monday;13;Korsika;163;3;0;0;0;0;0;0;30;101;0;0;0;101
109984;1358;URI_80;Fulltext;www.poznani.cz;Info;Homepage;30;lastminute;Hledani;Katalog;101;1;n_katalog.asp;Info;Zaslat katalog;78;5;120;Monday;13;Obecne;170;5;0;140;101;0;0;0;170;244;0;0;0;244
109985;1359;URI_111;Neni;dachstein-.htm;Zajezd;Neni;120;;;;0;0;hřebenovka-watzmannu.htm;Zajezd;Neni;78;5;240;Monday;13;Horska turistika;504;5;0;0;0;0;0;0;0;0;0;0;0;0
109992;1366;URI_42;Fulltext;www.poznani.cz;Info;Homepage;60;;;;0;0;grossglockner.htm;Zajezd;Neni;62;3;60;Monday;13;Horska turistika;112;3;0;0;0;0;0;0;60;50;0;0;0;50
109996;1371;URI_9;katalog;www.poznani.cz;Info;Homepage;30;www.poznani.cz;Info;Homepage;62;1;n_katalog.asp;Info;Zaslat katalog;429;4;60;Monday;13;Obecne;521;4;0;429;0;0;0;0;521;101;0;0;0;101
110008;1383;URI_42;Fulltext;www.poznani.cz;Info;Homepage;30;;;;0;0;www.poznani.cz;Info;Homepage;71;4;360;Monday;14;Exotika;503;4;0;0;0;0;0;0;101;706;0;0;0;706
110009;1385;URI_42;Fulltext;www.poznani.cz;Info;Homepage;120;lastminute;Hledani;Katalog;50;1;slovinsko-hory-a-moře.htm;Zajezd;Neni;99;10;480;Monday;14;Alpy;413;9;0;251;50;0;0;0;371;467;0;0;0;467
110010;1386;URI_0;Neni;www.poznani.cz;Info;Homepage;60;;;;0;0;na-daleký-blízký-východ-sýrie-jordánsko-libanon.htm;Zajezd;Neni;78;5;180;Monday;14;Exotika;203;5;0;0;0;0;0;0;60;297;71;0;0;226
110014;1390;URI_39;Fulltext;www.poznani.cz;Info;Homepage;120;;;;0;0;rakousko-průsmyky-walliských-alp.htm;Zajezd;Neni;62;3;180;Monday;14;Cyklo;163;3;0;0;0;0;0;0;120;101;0;0;0;101
110015;1391;URI_127;OstatniNerozliseno;www.poznani.cz;Info;Homepage;30;;;;0;0;dachstein-.htm;Zajezd;Neni;78;5;60;Monday;14;Horska turistika;199;5;0;0;125;0;0;0;30;246;0;0;0;246
110016;1392;URI_42;Fulltext;www.poznani.cz;Info;Homepage;60;;;;0;0;výstup-na-triglav.htm;Zajezd;Neni;83;6;240;Monday;14;Horska turistika;642;6;0;0;0;0;0;0;60;50;0;0;0;50
110017;1393;URI_80;Fulltext;www.poznani.cz;Info;Homepage;30;;;;0;0;bulharsko-pobyt-s-výlety-dovolená-2005-návštěva-turecka-.htm;Zajezd;Neni;62;3;60;Monday;14;Bulharsko;163;3;0;0;0;0;0;0;30;101;0;0;0;101
110020;1396;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;expedice;Hledani;Katalog;78;5;720;Monday;14;Turistika;1117;5;0;0;0;0;0;0;30;1257;0;0;0;1257
110025;1401;URI_39;Fulltext;www.poznani.cz;Info;Homepage;30;;;;0;0;korsika-smaragdový-ostrov-korsika.htm;Zajezd;Neni;62;3;60;Monday;14;Turistika;163;3;0;0;0;0;0;0;30;101;0;0;0;101
110027;1403;URI_0;Neni;www.poznani.cz;Info;Homepage;60;;;;0;0;zajezdy-se-stany;Hledani;Katalog;92;8;180;Monday;14;Expedice Narocne;227;8;0;0;62;0;0;0;60;414;0;0;0;414
110031;1407;URI_80;Fulltext;skialpinismus-lyzovani;Hledani;Katalog;30;;;;0;0;jednodenní-rafting-v-čechách:-sázava-stvořidla-ww-iii.htm;Zajezd;Neni;62;3;0;Monday;14;Rafting;112;3;0;0;0;0;0;0;0;80;0;0;0;80
110032;1408;URI_42;Fulltext;poznani.cz;Info;Homepage;60;;;;0;0;n_kdojsme.asp;Info;Kdo jsme;62;3;60;Monday;14;Obecne;172;3;0;0;0;0;62;0;172;0;0;0;0;0
110034;1410;URI_39;Fulltext;www.poznani.cz;Info;Homepage;60;;;;0;0;lastminute;Hledani;Katalog;156;5;240;Monday;14;Obecne;558;5;0;0;156;0;377;0;558;156;0;0;0;156
110035;1411;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;na-daleký-blízký-východ-sýrie-jordánsko-libanon.htm;Zajezd;Neni;78;5;420;Monday;14;Exotika;855;5;0;0;0;0;0;0;30;265;0;0;0;265
110040;1416;URI_0;Neni;n_kdojsme.asp;Info;Kdo jsme;30;;;;0;0;slovinsko-hory-moře-a-jezera-slovinska.htm;Zajezd;Neni;88;7;180;Monday;14;Horska turistika;554;7;0;0;0;0;30;0;30;255;0;0;0;255
110041;1418;URI_64;Partneri;expedice;Hledani;Katalog;30;;;;0;0;poklady-a-tajemství-krymského-poloostrova.htm;Zajezd;Neni;71;4;120;Monday;14;Voda;101;3;0;0;0;0;0;0;0;256;0;0;0;256
110050;1427;URI_0;Neni;www.poznani.cz;Info;Homepage;60;;;;0;0;itálie-sicílie-liparské-ostrovy-s-návštevou-sicílie-dovolená-2005-pobyt-s-výlety.htm;Zajezd;Neni;71;4;180;Monday;15;Obecne;311;4;0;0;251;0;0;0;311;50;0;0;0;50
110054;1431;URI_0;Neni;www.poznani.cz;Info;Homepage;60;;;;0;0;španělsko-portugalsko-gibraltar.htm;Zajezd;Neni;99;10;720;Monday;15;Poznavaci zajezdy s ubytovanim;632;9;0;0;0;0;0;0;131;1365;0;0;0;1365
110055;1432;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;turecko-tureckem-ve-znamení-půlměsíce.htm;Zajezd;Neni;62;3;60;Monday;15;Turistika;163;3;0;0;0;0;0;0;30;101;0;0;0;101
110057;1434;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;francie-tajemné-megality-a-ostrovy-bretaně.htm;Zajezd;Neni;83;6;180;Monday;15;Turistika;384;6;0;0;0;0;0;0;30;193;0;143;0;50
110058;1435;URI_80;Fulltext;horska-turistika;Hledani;Katalog;60;;;;0;0;via-ferraty-dolomit.htm;Zajezd;Neni;83;6;480;Monday;15;Horska turistika;973;6;0;0;0;0;0;0;0;60;0;0;0;60
110061;1438;URI_80;Fulltext;www.poznani.cz;Info;Homepage;30;;;;0;0;silvestr-2004-2005-bežkarský-silvestr-na-podkarpatské-rusi-zimní-dovolená-lyžarský-zájezd.htm;Zajezd;Neni;62;3;0;Monday;15;Lyze;62;3;0;0;50;0;0;0;30;50;0;0;0;50
110062;1439;URI_39;Fulltext;www.poznani.cz;Info;Homepage;30;;;;0;0;poznavaci-zajezdy;Hledani;Katalog;62;3;0;Monday;15;Poznavaci zajezdy s ubytovanim;62;3;0;0;50;0;0;0;30;112;0;0;0;112
110065;1442;URI_110;Neni;horska-turistika;Hledani;Katalog;30;;;;0;0;lehka-turistika;Hledani;Katalog;62;3;60;Monday;15;Poznavaci zajezdy s ubytovanim;101;2;0;0;0;0;0;0;0;193;0;0;0;193
110066;1443;URI_42;Fulltext;www.poznani.cz;Info;Homepage;30;n_sleva.asp;Info;Slevy;203;1;sicílie-moře-a-památky-–-s-výletem-na-liparské-ostrovy-.htm;Zajezd;Neni;95;9;480;Monday;15;Pobyty s vylety;900;8;0;125;203;0;0;0;358;310;0;0;0;310
110067;1444;URI_0;Neni;www.poznani.cz;Info;Homepage;60;;;;0;0;www.poznani.cz;Info;Homepage;71;4;180;Monday;15;Lastminute;251;4;0;0;251;0;0;0;131;301;0;0;0;301
110068;1445;URI_64;Partneri;expedice;Hledani;Katalog;60;;;;0;0;daleke-poznavaci-cesty;Hledani;Katalog;78;5;180;Monday;15;Exotika;203;5;0;0;193;0;0;0;0;456;0;0;0;456
110074;1451;URI_111;Neni;řecko-kouzelný-ostrov-korfu.htm;Zajezd;Neni;60;;;;0;0;itálie-gargano-a-apulie-karibik-středomoří.htm;Zajezd;Neni;62;3;180;Monday;15;Pobyty s vylety;325;3;0;0;0;0;0;0;0;0;0;0;0;0
110079;1457;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;turecko-tureckem-ve-znamení-půlměsíce.htm;Zajezd;Neni;62;3;60;Monday;15;Turistika;163;3;0;0;0;0;0;0;30;101;0;0;0;101
110080;1458;URI_45;Fulltext;skialpinismus-lyzovani;Hledani;Katalog;30;;;;0;0;rusko-kavkaz-i-elbrus-5-663-m-letecky.htm;Zajezd;Neni;78;5;60;Monday;15;Lyze;155;5;0;0;0;0;0;0;50;226;0;71;0;155
110087;1465;URI_78;Partneri;www.poznani.cz;Info;Homepage;120;;;;0;0;www.poznani.cz;Info;Homepage;71;4;180;Monday;16;Obecne;366;4;0;0;0;0;125;0;366;0;0;0;0;0
110090;1468;URI_111;Neni;n_pojisteni.asp;Info;Pojisteni;60;www.poznani.cz;Info;Homepage;78;1;n_katalog.asp;Info;Zaslat katalog;452;16;1380;Monday;16;Obecne;3164;16;0;787;394;0;1944;60;3164;415;0;0;0;415
110092;1470;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;silvestr-2004-2005-běžkařský-silvestr-na-podkarpatské-rusi-zimní-dovolená-lyžařský-zájezd.htm;Zajezd;Neni;62;3;0;Monday;16;Lyze;112;3;0;0;0;0;0;0;30;50;0;0;0;50
110094;1472;URI_111;Neni;n_sleva.asp;Info;Slevy;300;n_sleva.asp;Info;Slevy;300;1;island-jižní-norsko-&-faerské-ostrovy.htm;Zajezd;Neni;99;10;1080;Monday;16;Obecne;950;10;0;507;300;0;0;0;950;1215;0;0;0;1215
110095;1473;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;řecko-ostrov-bohů-kréta-+-zastávka-na-korfu.htm;Zajezd;Neni;62;3;60;Monday;16;Turistika;163;3;0;0;0;0;0;0;30;101;0;0;0;101
110096;1474;URI_80;Fulltext;lehka-turistika;Hledani;Katalog;60;;;;0;0;černá-hora-alet-moc-bečiči-pobyt-s-výlety-v-ceně-zájezdu-.htm;Zajezd;Neni;78;5;420;Monday;16;Lipari;730;4;0;0;0;0;0;0;0;232;0;0;0;232
110099;1477;URI_9;katalog;www.poznani.cz;Info;Homepage;60;;;;0;0;lezení-ledopádů-jizerské-hory.htm;Zajezd;Neni;62;3;60;Monday;16;Nezjisten;62;3;0;0;0;0;0;0;60;50;0;0;0;50
110101;1479;URI_42;Fulltext;www.poznani.cz;Info;Homepage;30;www.poznani.cz;Info;Homepage;167;1;n_katalog.asp;Info;Zaslat katalog;353;7;480;Monday;16;Obecne;651;7;0;353;0;0;0;0;550;101;0;101;0;0
110102;1480;URI_90;OstatniNerozliseno;www.poznani.cz;Info;Homepage;30;;;;0;0;silvestr-2004-2005-bi?kaoský-silvestr-na-podkarpatské-rusi-zimní-dovolená-ly?aoský-zájezd.htm;Zajezd;Neni;78;5;180;Monday;16;VHT;411;5;0;0;0;0;0;0;30;175;0;0;0;175
110111;1489;URI_12;Fulltext;poznani.cz;Info;Homepage;60;;;;0;0;řecko-–-velký-okruh-a-jónské-ostrovy.htm;Zajezd;Neni;62;3;60;Monday;16;Poznavaci zajezdy s ubytovanim;112;3;0;0;0;0;0;0;60;50;0;0;0;50
110112;1490;URI_9;katalog;www.poznani.cz;Info;Homepage;30;;;;0;0;zeme~48;Hledani;DleZeme;113;16;540;Monday;17;VHT;805;16;71;0;0;0;0;0;454;764;163;0;0;601
110118;1496;URI_0;Neni;www.poznani.cz;Info;Homepage;30;;;;0;0;perly-jugoslávského-balkánu.htm;Zajezd;Neni;62;3;0;Monday;17;Turistika;112;3;0;0;0;0;0;0;30;50;0;0;0;50
110125;1503;URI_131;Partneri;www.poznani.cz;Info;Homepage;30;portugalsko-země-mořeplavců.htm;Zajezd;Neni;313;1;n_katalog.asp;Info;Zaslat katalog;83;6;360;Monday;17;Turistika;808;6;0;83;0;0;0;0;113;101;0;0;0;101
110128;1506;URI_78;Partneri;www.poznani.cz;Info;Homepage;60;;;;0;0;www.poznani.cz;Info;Homepage;83;6;240;Monday;17;Poznavaci zajezdy s lehkou turistikou;313;6;0;0;0;0;0;0;143;255;0;50;0;205
110131;1509;URI_0;Neni;www.poznani.cz;Info;Homepage;60;;;;0;0;horska-turistika;Hledani;Katalog;71;4;120;Monday;17;Horska turistika;172;4;0;0;0;0;0;0;60;234;0;0;0;234
110133;1511;URI_0;Neni;www.poznani.cz;Info;Homepage;30;poznavaci-zajezdy;Hledani;Katalog;101;1;n_katalog.asp;Info;Zaslat katalog;251;3;60;Monday;17;Obecne;281;3;0;251;0;0;0;0;281;101;0;0;0;101
110137;1515;URI_5;katalog;www.poznani.cz;Info;Homepage;60;;;;0;0;hřebenovka-watzmannu.htm;Zajezd;Neni;62;3;60;Monday;17;Horska turistika;112;3;0;0;0;0;0;0;60;50;0;0;0;50
